場址名稱,場址種類,場址地址,場址地號,場址面積,場址列管狀態,土壤污染物,地下水污染物,經度,緯度
(O00001)新竹市香山區忠孝段907地號,農地,新竹市香山區忠孝段九○七地號,新竹市香山區忠孝段907地號,"1,913平方公尺",公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.9331382728,24.798292204611
(O00002)新竹市香山區忠孝段672地號,農地,新竹市香山區忠孝段六七二地號,新竹市香山區忠孝段672地號,166平方公尺,公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.93129977603,24.796133530805
(O00003)新竹市香山區忠孝段674地號,農地,新竹市香山區忠孝段六七四地號,新竹市香山區忠孝段674地號,"1,690平方公尺",公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.93128970634,24.79645855668
(O00004)新竹市香山區忠孝段695地號,農地,新竹市香山區忠孝段六九五地號,新竹市香山區忠孝段695地號,"1,284平方公尺",公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.93158639573,24.796512864349
(O00005)新竹市香山區忠孝段696地號,農地,新竹市香山區忠孝段六九六地號,新竹市香山區忠孝段696地號,328平方公尺,公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.93181388048,24.796512968166
(O00006)新竹市香山區忠孝段698地號,農地,新竹市香山區忠孝段六九八地號,新竹市香山區忠孝段698地號,"1,889平方公尺",公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.93179424733,24.796242100473
(O00007)新竹市香山區忠孝段1004地號,農地,新竹市香山區忠孝段一○○四地號,新竹市香山區忠孝段1004地號,"2,568平方公尺",公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.93612494243,24.798970655915
(O00008)新竹市香山區忠孝段905地號,農地,新竹市香山區忠孝段九○五地號,新竹市香山區忠孝段905地號,"2,744平方公尺",公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.93244628485,24.797614747109
(O00009)新竹市香山區忠孝段894地號,農地,新竹市香山區忠孝段八九四地號,新竹市香山區忠孝段894地號,752平方公尺,公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.93291162026,24.796739179903
(O00010)新竹市香山區樹下段988地號,農地,新竹市香山區樹下段九八八地號,新竹市香山區樹下段988地號,"3,464平方公尺",公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.92931877264,24.801215722418
(O00011)新竹市香山區樹下段1410地號,農地,新竹市香山區樹下段一四一○地號,新竹市香山區樹下段1410地號,"4,822平方公尺",公告解除控制場址,鎘;鉻;銅;鋅;鎳,-無資料-,120.92769780868,24.799210594388
(O00012)新竹市香山區樹下段1415地號,農地,新竹市香山區樹下段一四一五地號,新竹市香山區樹下段1415地號,"6,987平方公尺",公告解除控制場址,鎘;鉻;銅;鋅;鎳,-無資料-,120.92598648189,24.799561873968
(O00013)新竹市香山區樹下段966地號,農地,新竹市香山區樹下段九六六地號,新竹市香山區樹下段966地號,"5,440平方公尺",公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.92985361883,24.799915852873
(O00014)新竹市香山區樹下段962地號,農地,新竹市香山區樹下段九六二地號,新竹市香山區樹下段962地號,176平方公尺,公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.93062465777,24.800728788117
(O00015)新竹市香山區樹下段965地號,農地,新竹市香山區樹下段九六五地號,新竹市香山區樹下段965地號,"5,436平方公尺",公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.93013999998,24.800728562637
(O00016)新竹市香山區樹下段575地號,農地,新竹市香山區樹下段五七五地號,新竹市香山區樹下段575地號,"10,523平方公尺",公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.93131729463,24.800241562158
(O00017)新竹市香山區樹下段475地號,農地,新竹市香山區樹下段四七五地號,新竹市香山區樹下段475地號,"1,147平方公尺",公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.93332476382,24.800973788303
(O00018)新竹市香山區樹下段443地號,農地,新竹市香山區樹下段四四三地號,新竹市香山區樹下段443地號,467平方公尺,公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.93360194248,24.800540537798
(O00019)新竹市香山區香雅段343地號,農地,新竹市香山區香雅段三四三地號,新竹市香山區香雅段343地號,"2,826平方公尺",公告解除控制場址,鎘;鉻;銅;鋅;鎳,-無資料-,120.92626377896,24.798966121894
(O00020)新竹市香山區香雅段368地號,農地,新竹市香山區香雅段三六八地號,新竹市香山區香雅段368地號,"1,797平方公尺",公告解除控制場址,鎘;鉻;銅;鋅;鎳,-無資料-,120.92583901003,24.798063049836
(O00021)新竹市香山區香雅段372地號,農地,新竹市香山區香雅段三七二地號,新竹市香山區香雅段372地號,"1,211平方公尺",公告解除控制場址,鎘;鉻;銅;鋅;鎳,-無資料-,120.92559178945,24.79798166952
(O00022)新竹市香山區香雅段278地號,農地,新竹市香山區香雅段二七八地號,新竹市香山區香雅段278地號,733平方公尺,公告解除控制場址,鎘;鉻;銅;鋅;鎳,-無資料-,120.92706530096,24.798343539796
(O00023)新竹市香山區香雅段276地號,農地,新竹市香山區香雅段二七六地號,新竹市香山區香雅段276地號,661平方公尺,公告解除控制場址,鎘;鉻;銅;鋅;鎳,-無資料-,120.92757973717,24.798145159945
(O00024)新竹市香山區香雅段277地號,農地,新竹市香山區香雅段二七七地號,新竹市香山區香雅段277地號,844平方公尺,公告解除控制場址,鎘;鉻;銅;鋅;鎳,-無資料-,120.92753020986,24.79827153668
(O00025)新竹市香山區香雅段307地號,農地,新竹市香山區香雅段三○七地號,新竹市香山區香雅段307地號,"1,207平方公尺",公告解除控制場址,鎘;鉻;銅;鋅;鎳,-無資料-,120.92788599599,24.798759254129
(O00026)新竹市香山區香雅段262地號,農地,新竹市香山區香雅段二六二地號,新竹市香山區香雅段262地號,"1,887平方公尺",公告解除控制場址,鎘;鉻;銅;鉛;鋅;鎳,-無資料-,120.92817330818,24.797928759075
(O00028)新竹市香山區香雅段377地號,農地,新竹市香山區香雅段三七七地號,新竹市香山區香雅段377地號,787平方公尺,公告解除控制場址,鎘;鉻;銅;鋅;鎳,-無資料-,120.92604702126,24.797548521293
(O00029)新竹市香山區香雅段380地號,農地,新竹市香山區香雅段三八○地號,新竹市香山區香雅段380地號,903平方公尺,公告解除控制場址,鎘;鉻;銅;鋅;鎳,-無資料-,120.92540414052,24.797521116358
