場址名稱,場址種類,場址地址,場址地號,場址面積,場址列管狀態,土壤污染物,地下水污染物,經度,緯度
(B00001)台中市北屯區松茂段685地號,農地,,臺中市北屯區松茂段685地號,"3,000平方公尺",公告解除控制場址,鎘;鋅,-無資料-,120.69773493662,24.188776224565
(B00002)台中市南屯區寶山段1017地號,農地,,臺中市南屯區寶山段1017地號,"1,900平方公尺",公告解除控制場址,鉻;銅;鎳,-無資料-,120.61216509404,24.157413609257
"(B00003)台中市東區振興段八,十九,三十五地號",工廠,,"臺中市東區振興段八,十九,三十五地號","15,600平方公尺",公告解除控制場址,砷;鉛,-無資料-,120.69944123698,24.128427704511
(B00004)台中市南屯區寶山段1003地號,農地,,臺中市南屯區寶山段1003地號,"2,500平方公尺",公告解除控制場址,鉻;鋅;鎳,-無資料-,120.61111723372,24.155731500926
(B00005)台中市南屯區寶山段1004地號,農地,,臺中市南屯區寶山段1004地號,"3,000平方公尺",公告解除控制場址,鉻;銅;鎳,-無資料-,120.61148037546,24.156048449907
(B00006)台中市南屯區寶山段1005地號,農地,,臺中市南屯區寶山段1005地號,"4,900平方公尺",公告解除控制場址,鉻;鋅;鎳,-無資料-,120.6120209756,24.156257498287
(B00007)台中市南屯區寶山段1012地號,農地,,臺中市南屯區寶山段1012地號,"9,300平方公尺",公告解除控制場址,鉻,-無資料-,120.61289645483,24.156368072885
(B00008)台中市南屯區寶山段1014地號,農地,,臺中市南屯區寶山段1014地號,"5,700平方公尺",公告解除控制場址,鉻;鎳,-無資料-,120.61249138645,24.156899770771
(B00009)台中市南屯區寶山段1150地號,農地,,臺中市南屯區寶山段1150地號,"1,500平方公尺",公告解除控制場址,鉻,-無資料-,120.61453199205,24.158981668145
(B00010)台中市南屯區寶山段1155地號,農地,,臺中市南屯區寶山段1155地號,"2,400平方公尺",公告解除控制場址,鎳,-無資料-,120.61339911303,24.159376088945
(B00011)台中市南屯區寶山段1158地號,農地,,臺中市南屯區寶山段1158地號,"2,000平方公尺",公告解除控制場址,銅,-無資料-,120.61283756412,24.159582337819
(B00012)台中市南屯區寶山段1164地號,農地,,臺中市南屯區寶山段1164地號,"1,600平方公尺",公告解除控制場址,鉻;銅;鎳,-無資料-,120.6123067622,24.159382346417
(B00013)台中市南屯區寶山段1182地號,農地,,臺中市南屯區寶山段1182地號,"2,800平方公尺",公告解除控制場址,鉻;銅;鎳,-無資料-,120.61211327362,24.158280285859
(B00014)台中市南屯區寶山段1189地號,農地,,臺中市南屯區寶山段1189地號,"3,100平方公尺",公告解除控制場址,鉻;銅;鎳,-無資料-,120.61191752414,24.157927647232
(B00015)台中市南屯區寶山段1203地號,農地,,臺中市南屯區寶山段1203地號,"3,400平方公尺",公告解除控制場址,鉻;銅;鎳,-無資料-,120.61076111644,24.156344582245
(B00016)台中市北屯區松茂段684地號,農地,,臺中市北屯區松茂段684地號,600平方公尺,公告解除控制場址,鎘;鋅,-無資料-,120.69754736426,24.189010613561
(B10006)臺中市北屯區景美段377地號,其他,臺中市北屯區景美段377地號,臺中市北屯區景美段377地號,"16,070平方公尺",公告解除整治場址,-無資料-,三氯乙烯:0.081(mg/L),120.70641605922,24.171800074746
(B10025)慧國工業股份有限公司,工廠,臺中市工業區三路3號,臺中市西屯區協成段572地號,60平方公尺,公告解除控制場址,總石油碳氫化合物,-無資料-,120.60984096455,24.167701024805
(B10043)臺中市潭子區工區段0216-0000地號為地下水污染控制場址,其他,,臺中市潭子區工區段○二一六之○○○○地號,"7,312平方公尺",公告為控制場址,-無資料-,四氯乙烯:0.0553(mg/L);三氯乙烯:0.155(mg/L),120.7010157209,24.217026208925
(B10045)臺中市潭子區工區段0217-0000地號為地下水污染控制場址,其他,,臺中市潭子區工區段○二一七之○○○○地號,"1,399平方公尺",公告為控制場址,-無資料-,三氯乙烯:0.0712(mg/L),120.70301535714,24.216578659213
(B10046)臺中市潭子區工區段0262-0000、0265-0000地號(潭秀國中),其他,臺中市潭子區雅潭路一段一七五號,臺中市潭子區工區段○二六二地號;臺中市潭子區工區段○二六五地號,"34,775平方公尺",公告為整治場址,-無資料-,三氯乙烯:0.0845(mg/L),120.70042891106,24.215354646353
(B10049)漢翔航空工業股份有限公司台中一廠區,工廠,臺中市西屯區西平里福星北路68巷111號,臺中市西屯區廣明段521、578等共2筆地號,"38,260平方公尺",公告解除整治場址,-無資料-,三氯乙烯:26(mg/L),120.64900672381,24.186911110512
(B10051)神岡區前寮段241(部份),農地,神岡區前寮段241(部份),神岡區前寮段241(部份),180平方公尺,公告解除控制場址,銅,-無資料-,120.70505173538,24.259995090884
(B10052)神岡區前寮段234(部份),農地,神岡區前寮段234(部份),神岡區前寮段234(部份),12平方公尺,公告解除控制場址,銅,-無資料-,120.70509008826,24.260446624796
(B10053)神岡區前寮段88(部份),農地,神岡區前寮段88(部份),神岡區前寮段88(部份),14平方公尺,公告解除控制場址,銅;鎳,-無資料-,120.70575991863,24.260393746932
(B10054)神岡區前寮段259(部份),農地,神岡區前寮段259(部份),神岡區前寮段259(部份),238平方公尺,公告解除控制場址,銅;鎳,-無資料-,120.70559282497,24.260248956536
(B10055)神岡區前寮段259-1(部份),農地,神岡區前寮段259-1(部份),神岡區前寮段259-1(部份),25平方公尺,公告解除控制場址,銅;鎳,-無資料-,120.70556338315,24.260203753589
(B10056)神岡區前寮段234(部份之2),農地,神岡區前寮段234(部份之2),神岡區前寮段234(部份之2),506平方公尺,公告解除控制場址,銅;鎳,-無資料-,120.70529749193,24.260194209452
(B10057)神岡區前寮段241(部份之2),農地,神岡區前寮段241(部份之2),神岡區前寮段241(部份之2),10平方公尺,公告解除控制場址,銅;鎳,-無資料-,120.70519940159,24.260022464734
