場址名稱,場址種類,場址地址,場址地號,場址面積,場址列管狀態,土壤污染物,地下水污染物,經度,緯度
(P00001)雲林縣虎尾鎮北平段830地號,農地,雲林縣虎尾鎮北平段830地號,雲林縣虎尾鎮北平段830地號,"1,564平方公尺",公告解除控制場址,鎘;鉻;鉛;鋅,-無資料-,120.42061391128,23.715985034152
(P00002)雲林縣虎尾鎮北平段853地號,農地,雲林縣虎尾鎮北平段853地號,雲林縣虎尾鎮北平段853地號,"6,115平方公尺",公告解除控制場址,鎘;鉻;鉛;鋅,-無資料-,120.422432644,23.714980519236
(P00003)雲林縣虎尾鎮竹圍子段680地號,農地,雲林縣虎尾鎮竹圍子段680地號,雲林縣虎尾鎮竹圍子段680地號,"1,917平方公尺",公告解除控制場址,鎘;鉻;鉛;鋅,-無資料-,120.41825325378,23.713131853162
(P00004)雲林縣虎尾鎮竹圍子段513地號,農地,雲林縣虎尾鎮竹圍子段513地號,雲林縣虎尾鎮竹圍子段513地號,"4,039平方公尺",公告解除控制場址,鎘,-無資料-,120.41904535679,23.713640486745
(P00005)雲林縣虎尾鎮竹圍子段508-1~509地號,農地,雲林縣虎尾鎮竹圍子段508-1~509地號,雲林縣虎尾鎮竹圍子段508-1~509地號,"1,210平方公尺",公告解除控制場址,鎘,-無資料-,120.41752018054,23.714790540838
(P00008)雲林縣虎尾鎮竹圍子段514地號,農地,雲林縣虎尾鎮竹圍子段514地號,雲林縣虎尾鎮竹圍子段514地號,"1,465平方公尺",公告解除控制場址,鉛;鉻;鎘;鋅,-無資料-,120.41963428033,23.713525312083
(P00009)雲林縣虎尾鎮竹圍子段681地號,農地,雲林縣虎尾鎮竹圍子段681地號,雲林縣虎尾鎮竹圍子段681地號,"2,523平方公尺",公告解除控制場址,鎘;鉻;鉛;鋅,-無資料-,120.41774458814,23.712840992756
(P00010)雲林縣虎尾鎮竹圍子段682地號,農地,雲林縣虎尾鎮竹圍子段682地號,雲林縣虎尾鎮竹圍子段682地號,"1,434平方公尺",公告解除控制場址,鎘;鉻;鉛;鋅,-無資料-,120.41740223682,23.712641052969
(P00011)雲林縣虎尾鎮竹圍子段683地號,農地,雲林縣虎尾鎮竹圍子段683地號,雲林縣虎尾鎮竹圍子段683地號,"1,772平方公尺",公告解除控制場址,鎘;鉻;鉛;鋅,-無資料-,120.41715767216,23.712504687985
(P00012)雲林縣虎尾鎮竹圍子段684地號,農地,雲林縣虎尾鎮竹圍子段684地號,雲林縣虎尾鎮竹圍子段684地號,"2,317平方公尺",公告解除控制場址,鎘;鉻;鉛;鋅,-無資料-,120.41688380851,23.712341123419
(P00013)雲林縣虎尾鎮竹圍子段685地號,農地,雲林縣虎尾鎮竹圍子段685地號,雲林縣虎尾鎮竹圍子段685地號,"1,398平方公尺",公告解除控制場址,鎘;鉻;鉛;鋅,-無資料-,120.41662935802,23.712222779551
