場址名稱,場址種類,場址地址,場址地號,場址面積,場址列管狀態,土壤污染物,地下水污染物,經度,緯度
(I00001)嘉義市遠東段471地號,農地,,嘉義市遠東段471地號,"3,065平方公尺",公告解除控制場址,鉻,-無資料-,120.4476391342,23.5109642258
(I00002)嘉義市遠東段472地號,農地,,嘉義市遠東段472地號,"5,987平方公尺",公告解除控制場址,鉻,-無資料-,120.44878461487,23.511004403678
(I00003)嘉義市同興段146地號,其他,,嘉義市同興段146地號,"5,358平方公尺",公告解除控制場址,鉻;鎳,-無資料-,120.44329700324,23.509666525374
(I00004)嘉義市遠東段435地號,農地,嘉義市遠東段435地號(96年1月8日併入本市遠東段418、418-1、418-2地號),嘉義市遠東段435地號(96年1月8日併入本市遠東段418、418-1、418-2地號),"1,800平方公尺",公告解除控制場址,鉻,-無資料-,120.44132302607,23.51337072719
(I00011)嘉義市遠東段470地號,農地,,嘉義市遠東段470地號,"4,380平方公尺",公告解除控制場址,鉻,-無資料-,120.43980868371,23.512561630375
(I00014)嘉義市遠東段428-1地號,農地,,嘉義市東區遠東段428-1地號,"1,984平方公尺",公告解除控制場址,鉻;鋅,-無資料-,120.43975050577,23.512425973318
(I00015)嘉義市遠東段473地號,農地,,嘉義市遠東段473地號,"1,991平方公尺",公告解除控制場址,鉻;鋅,-無資料-,120.44979286219,23.511080207831
(I00016)嘉義市遠東段474地號,農地,,嘉義市遠東段474地號,"1,954平方公尺",公告解除控制場址,鉻;鋅,-無資料-,120.45182928059,23.51115059794
(I00017)建國路加油站有限公司建國路加油站,加油站,嘉義市西區竹圍里建國路95號,嘉義市西區竹圍子段0040-0007地號,778平方公尺,公告解除控制場址,總石油碳氫化合物,-無資料-,120.43587246622,23.484925070101
(I00018)嘉義市遠東段418-3地號,農地,,嘉義市遠東段418-3地號,292平方公尺,公告解除控制場址,鉻,-無資料-,120.44970346101,23.511386907319
(I00053)嘉義市遠東段485地號,農地,,嘉義市遠東段485地號,"1,173平方公尺",公告解除控制場址,鉻,-無資料-,120.44652787797,23.512107072764
(I00111)下埤段387地號,農地,嘉義市西區下埤段387地號,嘉義市西區下埤段387地號,710平方公尺,公告解除控制場址,鉻;鋅,-無資料-,120.41882781605,23.489485738082
(I00112)下埤段388地號,農地,嘉義市下埤段388地號,嘉義市下埤段388地號,939平方公尺,公告解除控制場址,鉻;鋅,-無資料-,120.41925790723,23.489640848878
(I00113)下埤段407地號,農地,嘉義市下埤段407地號,嘉義市下埤段407地號,"5,563平方公尺",公告解除控制場址,鉻;鋅,-無資料-,120.41916360616,23.488818780557
