場址名稱,場址種類,場址地址,場址地號,場址面積,場址列管狀態,土壤污染物,地下水污染物,經度,緯度
(M00001)南投縣南投市牛運堀段28-15地號,農地,,南投縣南投市牛運堀段28-15地號,675平方公尺,公告解除控制場址,鉛,-無資料-,120.68694841497,23.916472127017
(M00003)南投縣南投市牛運堀段32-6地號,農地,,南投縣南投市牛運堀段32-6地號,"1,370平方公尺",公告解除控制場址,鉛,-無資料-,120.6868212904,23.916237098882
(M00004)南投縣南投市牛運堀段37地號,農地,,南投縣南投市牛運堀段37地號,375平方公尺,公告解除控制場址,鉛,-無資料-,120.68581175252,23.915341110084
(M00005)南投縣南投市牛運堀段38-1地號,農地,,南投縣南投市牛運堀段38-1地號,173平方公尺,公告解除控制場址,鉛,-無資料-,120.68548753059,23.915376565506
(M00006)南投縣南投市牛運堀段38-4地號,農地,,南投縣南投市牛運堀段38-4地號,204平方公尺,公告解除控制場址,鉛,-無資料-,120.68542868447,23.91534032677
(M00007)南投縣南投市牛運堀段28-14地號,農地,,南投縣南投市牛運堀段28-14地號,"2,035平方公尺",公告解除控制場址,鉛,-無資料-,120.68699735266,23.916544463343
(M00008)南投縣南投市牛運堀段38-3地號,農地,,南投縣南投市牛運堀段38-3地號,54平方公尺,公告解除控制場址,鉛,-無資料-,120.6855862339,23.915178116501
(M00009)南投縣南投市牛運堀段38-5地號,農地,,南投縣南投市牛運堀段38-5地號,28平方公尺,公告解除控制場址,鉛,-無資料-,120.68551745633,23.915187005418
(M00010)南投縣南投市牛運堀段38-6地號,農地,,南投縣南投市牛運堀段38-6地號,86平方公尺,公告解除控制場址,鉛,-無資料-,120.68545808567,23.915367475682
(M00011)南投縣南投市牛運堀段38-7地號,農地,,南投縣南投市牛運堀段38-7地號,21平方公尺,公告解除控制場址,鉛,-無資料-,120.68554696677,23.915169006607
(M00013)南投縣南投市牛運堀段32-1地號,農地,南投市牛運堀段32-1地號,南投縣南投市牛運堀段32-1地號,733平方公尺,公告廢止,鉛,-無資料-,120.68661617587,23.915758112865
(M00014)佳滿企業股份有限公司永興加油站,加油站,南投縣草屯鎮碧興路一段1000號,南投縣草屯鎮龍德段45地號,"1,004平方公尺",公告解除控制場址,-無資料-,苯;甲苯;總酚;萘,120.65193598062,23.977102364713
(M10056)南投縣南投市林子段南崗小段172、173、173-4、185-3、421地號,工廠,南投縣南投市成功三路二三一號,南投縣南投市林子段南崗小段一七二地號;南投縣南投市林子段南崗小段一七三地號;南投縣南投市林子段南崗小段一七三之四地號;南投縣南投市林子段南崗小段一八五之三地號;南投縣南投市林子段南崗小段四二一地號,"55,000平方公尺",公告廢止,-無資料-,三氯乙烯:0.0745(mg/L),120.66622104057,23.928771939474
(M10062)盈銓興業股份有限公司,工廠,南投縣南投市平山里南崗三路5號,南投縣南投市林子段南崗小段243地號,"2,850平方公尺",公告解除控制場址,鉻;鎳,-無資料-,120.67094887965,23.923779756699
(M10071)南投縣南投市新廍段1458地號,加油站,南投縣南投市中興路二二九之六八號,南投縣南投市新廍段段一四五八地號,"2,657平方公尺",公告為控制場址,總石油碳氫化合物:62700(mg/Kg),苯:1.38(mg/L);總石油碳氫化合物:72.4(mg/L),120.69252610048,23.925377523175
(M10072)新街加油站,加油站,新街加油站;南投縣名間鄉彰南路549號,新街加油站;南投縣名間鄉新北段362地號;,"1,278平方公尺",公告解除控制場址,-無資料-,苯,120.69172684681,23.881329516273
(M10083)原光洋電線電纜股份有限公司,工廠,南投縣南投市成功三路343號,雅士晶業股份有限公司;南投縣南投市大崗段568地號;,"4,208平方公尺",公告解除控制場址,鉻;鎳,-無資料-,120.65951711237,23.919222017416
(M10090)南光站,加油站,南投縣水里鄉中山路一段149號,永豐段0933-0000地號,816平方公尺,公告解除控制場址,總石油碳氫化合物,-無資料-,120.854474559,23.806992813175
(M10110)南投市大崗段0506-0001號及0507-0001地號,工廠,南投市工業南三路6號,南投市大崗段0506-0001號及0507-0001地號,"4,488平方公尺",公告解除控制場址,砷;銅,-無資料-,120.66028758984,23.921327610605
(M10122)南投市林子段南崗小段270地號,工廠,南投縣南投市自強一路7號,南投縣南投市林子段南崗小段二七○地號,"1,500平方公尺",公告解除整治場址,鉻:54000(mg/Kg);銅:3110(mg/Kg);鎳:21500(mg/Kg),-無資料-,120.67251860557,23.92455062248
(M10143)南投縣南投市大崗段106、107號,工廠,南投縣南投市工業東路一八號,南投縣南投市大崗段一○六地號;南投縣南投市大崗段一○七地號,"7,423平方公尺",公告為控制場址,二甲苯:1090(mg/Kg),-無資料-,120.66062412886,23.931622049791
(M10162)南投縣南投市永新段372地號,工廠,南投縣南投市永豐里南崗三路二五二號,南投縣南投市永新段三七二地號,"2,795平方公尺",公告為控制場址,鉻:426(mg/Kg);鎳:3990(mg/Kg),-無資料-,120.66652483244,23.932881047112
