場址名稱,場址種類,場址地址,場址地號,場址面積,場址列管狀態,土壤污染物,地下水污染物,經度,緯度
(A00001)台北市北投區八仙段一小段三三五地號,農地,,臺北市北投區八仙段一小段三三五地號,387平方公尺,公告解除控制場址,銅,-無資料-,121.50842077931,25.104339483423
(A00002)台北市北投區八仙段一小段三四四地號,農地,,臺北市北投區八仙段一小段三四四地號,"7,738平方公尺",公告解除控制場址,銅,-無資料-,121.50831942865,25.103807177222
(A00003)臺北市北投區八仙段一小段九三之五地號,農地,,臺北市北投區八仙段一小段九三之五地號,977平方公尺,公告解除控制場址,鉻,-無資料-,121.50824662768,25.110181211491
(A00004)臺北市北投區八仙段一小段一四○(部分)地號,農地,,臺北市北投區八仙段一小段一四○(部分)地號,580平方公尺,公告解除控制場址,鉻;鋅,-無資料-,121.50876915186,25.109457178032
(A00005)臺北市北投區豐年段一小段二○二(部分)地號,農地,,臺北市北投區豐年段一小段二○二(部分)地號,"2,880平方公尺",公告廢止,鎘,-無資料-,121.4925216186,25.127739612083
(A00006)臺北市北投區豐年段一小段三○二(部分)地號,農地,,臺北市北投區豐年段一小段三○二(部分)地號,"3,206平方公尺",公告廢止,鎘,-無資料-,121.49100578659,25.125623058063
(A00007)臺北市北投區豐年段一小段三○三(部分)地號,農地,,臺北市北投區豐年段一小段三○三(部分)地號,"2,855平方公尺",公告廢止,鎘,-無資料-,121.49106828174,25.12637217635
(A00008)臺北市北投區八仙段一小段三一三地號,農地,,臺北市北投區八仙段一小段三一三地號,"3,513平方公尺",公告廢止,鎘;銅;汞,-無資料-,121.49256917517,25.127233885316
(A00009)臺北市北投區豐年段一小段四五○之五地號,農地,,臺北市北投區豐年段一小段四五○之五地號,"1,946平方公尺",公告廢止,鎘,-無資料-,121.49332223135,25.127077904478
(A00010)臺北市北投區豐年段一小段四五二之七地號,農地,,臺北市北投區豐年段一小段四五二之七地號,542平方公尺,公告廢止,鎘,-無資料-,121.49312302691,25.126861895078
(A00011)臺北市北投區豐年段一小段四五二之八地號,農地,,臺北市北投區豐年段一小段四五二之八地號,500平方公尺,公告廢止,鎘,-無資料-,121.49292509113,25.126961861645
(A00012)台北市北投區豐年段一小段四五二之九地號,農地,,臺北市北投區豐年段一小段四五二之九地號,459平方公尺,公告廢止,鎘,-無資料-,121.49273678205,25.12698957184
(A00013)臺北市北投區豐年段一小段四五四(部分)地號,農地,,臺北市北投區豐年段一小段四五四(部分)地號,"2,403平方公尺",公告廢止,鎘,-無資料-,121.49499430242,25.126115360351
(A00014)臺北市北投區豐年段一小段四五五(部分)地號,農地,,臺北市北投區豐年段一小段四五五(部分)地號,"3,431平方公尺",公告廢止,鎘;銅,-無資料-,121.49325957703,25.126292675855
(A00015)臺北市北投區豐年段一小段四五七地號,農地,,臺北市北投區豐年段一小段四五七地號,"4,263平方公尺",公告廢止,鎘,-無資料-,121.49283294298,25.126239926982
