場址名稱,場址種類,場址地址,場址地號,場址面積,場址列管狀態,土壤污染物,地下水污染物,經度,緯度
(D00001)臺南市中國石油化學工業開發股份有限公司安順廠及二等九號道路東側草叢區,工廠,臺南市安南區顯草街二段四二一號,臺南市安南區鹽田段六六八地號;臺南市安南區鹽田段六六八之一地號;臺南市安南區鹽田段六六八之二地號;臺南市安南區鹽田段六六八之四地號;臺南市安南區鹽田段六六八之五地號;臺南市安南區鹽田段六六八之六地號,"371,000平方公尺",公告為整治場址,汞:9550(mg/Kg);戴奧辛:64100000(ng-TEQ/Kg),-無資料-,120.12243843851,23.030608603563
(D00002)台南市興農段639地號,農地,,臺南市興農段639地號,600平方公尺,公告解除控制場址,鋅,-無資料-,120.19382756737,22.928424187546
(D00003)台南市興農段647地號,農地,,臺南市興農段647地號,"1,200平方公尺",公告解除控制場址,鋅,-無資料-,120.19310025678,22.927770319112
(D00004)台南市興農段731地號,農地,,臺南市興農段731地號,"1,000平方公尺",公告解除控制場址,鋅,-無資料-,120.19169498932,22.926363491741
(D00005)台南市興農段651地號,農地,,臺南市興農段651地號,"1,100平方公尺",公告解除控制場址,鋅,-無資料-,120.19341237806,22.927744814471
(D00006)台南市興農段641地號,農地,,臺南市興農段641地號,"1,300平方公尺",公告解除控制場址,鎘;銅;鋅,-無資料-,120.19323492134,22.928078029935
(D00007)台南市興農段640地號,農地,,臺南市興農段640地號,"1,200平方公尺",公告解除控制場址,銅;鋅,-無資料-,120.19354645525,22.928151854169
(D00008)台南市興農段628地號,農地,,臺南市興農段628地號,800平方公尺,公告解除控制場址,鋅,-無資料-,120.19365139361,22.928540685382
(D00009)台南市興農段611地號,農地,,臺南市興農段611地號,800平方公尺,公告解除控制場址,鋅,-無資料-,120.19423183669,22.929302168361
(D00010)台南市興農段616地號,農地,,臺南市興農段616地號,200平方公尺,公告解除控制場址,鋅,-無資料-,120.1939770297,22.929526629709
(D00011)台南市興農段625地號,農地,,臺南市興農段625地號,900平方公尺,公告解除控制場址,鎘;銅;鉛,-無資料-,120.19322153575,22.928692014878
(D00012)台南市興農段762地號,其他,,臺南市興農段762地號,"1,400平方公尺",公告解除控制場址,鋅,-無資料-,120.19093646988,22.926043571873
(D00013)台南市興農段737地號,農地,,臺南市興農段737地號,600平方公尺,公告解除控制場址,鋅,-無資料-,120.19111103408,22.926197974489
(D00014)台南市興農段727地號,農地,,臺南市興農段727地號,"2,400平方公尺",公告解除控制場址,鋅,-無資料-,120.19239105874,22.927351324542
(D00015)台南市興農段728地號,農地,,臺南市興農段728地號,"1,400平方公尺",公告解除控制場址,鋅,-無資料-,120.19199093171,22.9274215303
(D00016)台南市同安段615地號,農地,,臺南市同安段615地號,400平方公尺,公告解除控制場址,銅,-無資料-,120.18728638625,22.921807834056
(D00017)台南市同安段581地號,農地,,臺南市同安段581地號,"1,200平方公尺",公告解除控制場址,銅,-無資料-,120.18822093556,22.922029338628
(D00018)台南市一心加油站,加油站,臺南市東區莊敬路180號;,臺南市東區東光段0051-0016地號;0051-0017地號;0051-0018地號;0051-0019地號,"3,525平方公尺",公告解除整治場址,苯;甲苯;二甲苯;乙苯;總石油碳氫化合物,"苯;甲苯;1,2-二氯乙烷;總酚;萘",120.23337264979,22.997168405841
(D00019)統一精工金華加油站,加油站,台南巿金華路一段1號,;臺南市南區鹽埕段0635-0053地號;0638-0013地號;0638-0014地號;0638-0030地號;0638-0031地號;0638-0033地號,985平方公尺,公告解除控制場址,苯;甲苯;二甲苯;乙苯;總石油碳氫化合物,苯;萘,120.1891261477,22.961549984038
(D00020)臺南市統一精工小北加油站,加油站,臺南市北區西門路三段二二八號,臺南市北區立人段○○二三之○○○二地號;臺南市北區立人段○○二四之○○○○地號;臺南市北區大銃段五六七地號;臺南市北區大銃段五六八地號;臺南市北區大銃段五六九地號;臺南市北區大銃段五七○地號;臺南市北區大銃段五七一地號,"2,184平方公尺",公告為整治場址,苯:22.7(mg/Kg);二甲苯:718(mg/Kg);總石油碳氫化合物:6380(mg/Kg),苯:18.3(mg/L);甲苯:46.2(mg/L);三氯乙烯:0.05(mg/L);氯乙烯:0.023(mg/L),120.2045017599,23.003618039885
(D00022)台南市安南區二等九號道路1k+800至2k+815段土壤污染控制場址,工廠,臺南市安南區二等九號道路800至815段,臺南市安南區鹽田段529、529-1、529-2、632-2、541、541-1、541-3、543-1、543-2、544、544-1、545-1、545-2、550-1、550-2、551-1、551-2、552-1、552-2、553-1、553-2、554-1、554-2、596-1、626-3、627、628、629、630、631、668-8、585-2、597-1、598-1、599-1、626、668-7、669-1、761地號,"30,400平方公尺",公告解除控制場址,戴奧辛,-無資料-,120.12378628173,23.03038129446
(D10034)臺南市南區同安段0075-0001地號,其他,,臺南市南區同安段○○七五之○○○一地號,153平方公尺,公告為控制場址,鎘:67.3(mg/Kg);鉻:1770(mg/Kg);銅:40300(mg/Kg);鉛:42800(mg/Kg);鋅:91500(mg/Kg),-無資料-,120.19047626136,22.924740878922
(D10035)臺南市南區同安段0078-0000地號,其他,,臺南市南區同安段○○七八之○○○○地號,508平方公尺,公告為控制場址,鎘:5.81(mg/Kg);銅:328(mg/Kg);鋅:946(mg/Kg),-無資料-,120.19070299915,22.924317615726
(D10036)台南市南區同安段0078-2地號,農地,台南市南區同安段0078-2地號,臺南市南區同安段0078-2地號,109平方公尺,公告解除控制場址,鎘;銅;鉛;鋅,-無資料-,120.19081976692,22.924354331571
(D10037)臺南市南區同安段0079-0000地號,其他,,臺南市南區同安段○○七九之○○○○地號,813平方公尺,公告為控制場址,鎘:11.7(mg/Kg);銅:1127(mg/Kg);鉛:1180(mg/Kg);鋅:3120(mg/Kg),-無資料-,120.19060658681,22.924136520495
(D10038)台南市南區同安段0079-1地號,農地,臺南市南區同安段0079-1地號,臺南市南區同安段0079-0001地號,227平方公尺,公告解除控制場址,鎘;銅;鉛;鋅,-無資料-,120.19046062741,22.924090625487
