場址名稱,場址種類,場址地址,場址地號,場址面積,場址列管狀態,土壤污染物,地下水污染物,經度,緯度
(E00001)台灣中油股份有限公司煉製事業部高雄煉油廠P-37油槽區,儲槽,高雄市楠梓區左楠路2號;,高雄市楠梓區後勁段月眉小段0815-0000地號,"16,000平方公尺",公告解除整治場址,總石油碳氫化合物:44210(mg/Kg),苯:0.5988(mg/L),120.32082023994,22.708556725985
(E00002)高雄市楠梓區高楠段328地號,其他,高雄市楠梓區高楠段328地號,高雄市楠梓區高楠段328地號,"2,644平方公尺",公告廢止,總石油碳氫化合物:8260(mg/Kg),-無資料-,120.32261636488,22.717405315352
(E00003)高雄市楠梓區高楠段322地號,其他,高雄市楠梓區高楠段322地號,高雄市楠梓區高楠段322地號,"5,480平方公尺",公告廢止,總石油碳氫化合物:18730(mg/Kg),苯:0.062(mg/L);萘:2.42(mg/L);總酚:0.356(mg/L),120.32300994859,22.71654907385
(E00004)高雄市楠梓區高楠段327等13筆地號及油廠段10地號,其他,,高雄市楠梓區高楠段三二七、三二七之一、三二八之一、三九二、四○二、四○五、四○五之一、四○五之二、四○五之三、四○五之四、四○五之五、四○五之六、四○五之七地號;高雄市楠梓區油廠段一○地號,"43,096平方公尺",公告為控制場址,苯:10.9(mg/Kg);二甲苯:1310(mg/Kg);乙苯:503(mg/Kg);總石油碳氫化合物:21300(mg/Kg),萘:0.903(mg/L),120.32454887269,22.714379202638
(E00006)高雄市楠梓區後勁段月眉小段735地號,其他,本市楠梓區後勁段月眉小段735地號土地,高雄市楠梓區後勁段月眉小段735地號,"6,658平方公尺",公告廢止,總石油碳氫化合物:9370(mg/Kg),萘:0.903(mg/L);總酚:0.765(mg/L),120.32227851734,22.716825924793
(E00007)中國石油化學工業開發股份有限公司高雄廠,工廠,高雄市前鎮區一心一路201號;,高雄市前鎮區憲德段356、356-2、356-3、356-4、356-5、356-6、356-7、356-10、356-12、356-13、356-14、356-15、356-16、356-17、356-21、365-22、356-23、356-24、602-1、602-6、602-7、647等22筆地號,"70,796平方公尺",公告解除控制場址,總石油碳氫化合物:16580(mg/Kg),-無資料-,120.31905725314,22.606231700476
(E00010)台灣中油股份有限公司煉製事業部高雄煉油廠工廠區(不含P-37油槽區),工廠,高雄市楠梓區左楠路二號,高雄市楠梓區後勁段月眉小段733、734、736~780、736-1、736-2、745-1、751-1、758-1、759-1、759-2、791~861、796-1、799-1、803-1、817-1、840-1、844-1、845-1、848-1、851-1、855-1、861-1地號、後勁段四小段2、2-1、2-2、90、91、92地號、後勁段後勁小段1149、1149-1地號、高楠段383、384、385地號等共147筆地號,"1,767,530平方公尺",公告為控制場址,-無資料-,苯:13(mg/L);甲苯:63.8(mg/L);總酚:0.4438(mg/L),120.32078257544,22.710272383475
(E00011)台灣中油股份有限公司苓雅寮儲運所(30米道路)場址,工廠,,高雄市苓雅區苓西段212-4、213-2、214-3、217-1、218-3、219-2、220、221-1、222-1、237、237-2、237-9、238-2、239-1、240、240-1、241-1、244-2、244-3、252-1、253-1、259-1、260-1、260-2、260-3、260-4、261-2、263、263-1、264-2、264-3、265-1、265-2、266、266-1、266-4、267-1、273-1、291-1、291-2、292-1、292-2、292-3、293、294-1、297-1、298、298-1、300-2等49筆地號,"25,286平方公尺",公告解除控制場址,總石油碳氫化合物:9740(mg/Kg),-無資料-,120.29382909461,22.611514027861
(E00012)台灣中油股份有限公司苓雅寮儲運所(特貿一1)場址,工廠,,高雄市苓雅區苓西段二三七之一地號;高雄市苓雅區苓西段二四二之一地號;高雄市苓雅區苓西段二四三之一地號;高雄市苓雅區苓西段二四四地號;高雄市苓雅區苓西段二四五之一地號;高雄市苓雅區苓西段二四六之一地號;高雄市苓雅區苓西段二五一地號;高雄市苓雅區苓西段二五二之二地號,"12,812平方公尺",公告廢止,總石油碳氫化合物:2547.82(mg/Kg),-無資料-,120.29484024399,22.611599749782
(E00013)台灣中油股份有限公司苓雅寮儲運所(特貿一2)場址,工廠,,高雄市苓雅區苓西段二一三地號;高雄市苓雅區苓西段二三八地號;高雄市苓雅區苓西段二一二地號;高雄市苓雅區苓西段二三九地號;高雄市苓雅區苓西段二四一地號;高雄市苓雅區苓西段二四二地號;高雄市苓雅區苓西段二四三之二地號;高雄市苓雅區苓西段二四四之一地號,"4,306平方公尺",公告廢止,總石油碳氫化合物:4380(mg/Kg),-無資料-,120.2960178956,22.611460428428
